Epoch,TrainLoss,ValLoss
1,49.06457228087549,29.819947947626527
2,22.10333763898359,20.544434986943784
3,12.495234140434492,16.6140630348869
4,9.811937025152126,12.978177418916122
5,7.711301171954655,11.33867935512377
6,6.50805618530904,12.072141158062479
7,5.278212989135045,10.214007012740426
8,5.0479787107781915,10.598021109207817
9,4.422264801023316,9.523041965650476
10,4.559764430080826,9.825118761477263
11,4.0847115477768865,9.89957686714504
12,3.9759322001014863,10.105209358878758
13,3.322172096723315,9.524461605237878
14,3.319365223637737,8.666408955532571
15,2.987173871024268,7.833511302782141
16,3.150607196580722,10.494368785360585
17,2.9307084915883,10.17546842823858
18,2.693199039931658,9.743476473766824
19,2.6998816086197106,9.600355061240819
20,3.2035526433284027,12.396875663425611
21,2.9503618306346144,8.805688609247623
22,2.7155454884799295,8.955251494697903
23,2.644738725503545,8.400866400677225
24,2.357763976750003,7.888197193975034
25,2.2700770860006134,7.2723019682842756
26,2.4468268878826827,6.433929835195126
27,2.3170723863890017,8.070408783788267
28,2.0826480682937265,7.368043464163075
29,2.2516892131351143,8.237105413105176
30,1.8639619840494377,7.767286279927129
31,2.117407674793318,7.883081937872845
32,1.8989714690043007,6.634271289991296
33,2.061738356486036,7.195384067037831
34,2.176346269102444,8.350493638411812
35,3.212064039843312,11.371421863721764
36,3.6967484296308126,10.340665900188943
37,2.9289851110872203,12.201109197865362
38,2.4680761404177494,9.11052250654801
39,1.9763984934929728,8.429536678480066
40,1.8002465125851945,8.197076797485352
41,1.588494970981293,7.740106070559958
42,1.53526336580207,7.410410619818646
43,1.8111154457484333,7.614747495236604
44,1.7163152536534303,8.563849556964376
45,1.7935670625910674,7.38133834341298
46,1.6387070209970935,7.673357905512271
47,1.447744092810342,6.20742942146633
48,1.5187265019237899,7.216807740667592
49,1.4197570089414886,6.778904894123906
50,1.355579864790804,7.2805040318032965
51,1.325144103488694,7.876937070100204
52,1.468149910419126,8.311628791560297
53,1.4201937527550246,7.167821585613749
54,1.466538210871947,7.014459187051524
55,1.4409033729694278,6.455365214140519
56,1.261312750190934,6.179639687745468
57,1.349906723676913,6.325043327912041
58,1.3278552591314519,6.850544709744661
59,1.3981050300235136,9.354228127521017
60,1.369374771945304,7.654459866233494
61,1.2688604425385699,6.94042969579282
62,1.4786596327712187,7.642755319761194
63,1.4118202474209327,7.256513794608738
64,1.366117626379987,8.342660858320153
65,1.355196488104546,7.3043198129405145
66,1.3650878783864389,7.631202847024669
67,1.3401695530073612,7.8600804287454356
68,1.216453152224057,8.154343219425368
69,1.2472984809924754,7.827309960904329
70,1.1962365821498189,6.991438019793967
71,1.1674089927009554,6.048204807613207
72,1.2019495433799077,7.708270960268767
73,1.1814204295605923,6.56441304165384
74,1.1909621439918738,7.3053619592086125
75,1.333428021485939,6.630196521593176
76,1.2442456170746397,6.619695879065472
77,1.6400221453340498,8.732990119768226
78,1.2334014247006992,7.679047062086022
79,1.1537675926904434,7.402604982127314
80,1.2976913895536986,10.638265153636103
81,3.6726304996007157,14.50314063196597
82,4.712184388978511,16.00444393157959
83,2.4713188760497116,8.894904866425888
84,1.725209744421278,9.400300038379171
85,1.4348342816683182,8.28952602096226
86,1.9902561817433666,7.878209968235182
87,1.549192494708212,6.106276122383449
88,1.70569105560589,7.4687249847080395
89,1.4310398728319846,8.21670444322669
90,1.2525450362337225,6.544207873551742
91,1.2507550683988702,5.948037197797195
92,1.3546413347214186,6.685127279032832
93,1.2472973778689926,7.57358396778936
94,1.4875846778393569,7.590580299626226
95,1.4628797445432073,7.629059343752654
96,1.1765031042534608,7.0462304509204365
97,1.1198485057077827,6.596209716796875
98,1.1745496266817774,6.407527895595717
99,1.104297835357556,6.6239251095315685
100,1.1047454530483618,6.9242060023805365
101,1.1123385709417197,6.765502633737481
102,1.064189028649177,7.181005772300389
103,1.098478510432946,6.724599995820419
104,1.1212937216061234,6.134473403122114
105,1.1448392952311746,7.589190493459287
106,1.0457332108641786,8.238661859346474
107,1.0056790542252496,6.913055429251298
108,1.1518290973733858,7.557804041323455
109,1.0978569988325408,6.676809887264086
110,1.047494265066015,7.005360698699951
111,0.9817977495463145,7.047672354656717
112,1.0056864664306973,6.452185102131056
113,1.0072160373893102,7.596627459318742
114,1.0209775088337727,6.358016453618589
115,0.977164239679879,6.83989404388096
116,1.0322347493065382,6.673499084555584
117,0.9431411739339512,6.989485068943189
118,1.075543210939456,6.252584432519001
119,1.1144470664358062,6.560330759960672
120,1.3000013392667786,8.197570299065632
121,1.1461630108694851,8.30548997339995
122,1.4526177528696647,9.441008833180303
123,1.6877040601152644,9.154349932463273
124,1.3802486765054078,10.22748794970305
125,1.4788092059114175,8.442857258216195
126,2.5015461474025034,15.33603572016177
127,2.038051423331588,11.39868574557097
128,2.233447634441299,9.601991371486498
129,3.2890530882353626,10.079240662118663
130,1.6784390744597708,7.196135736548382
131,1.5006584932520184,6.953002291140349
132,1.1319683809005547,7.005020151967588
133,1.0819204126835646,7.732956558725109
134,1.661060199036165,8.277009916305541
135,1.6750412267987789,7.741778746895168
136,1.2965215088687168,9.23150523641835
137,3.0275333843003023,9.28813481123551
138,1.5989403245629275,8.555763970250668
139,1.33384525160092,9.008513409158457
140,1.3453390718867688,8.662142865554147
141,1.1007132656292917,8.159707815750785
142,1.093307518388604,8.255765620521878
143,1.025128722190857,7.624671960913616
144,0.9740133752895478,7.36251627051312
145,0.9928818224175201,7.0528981644174324
146,1.0274370414138554,7.436726495494013
147,1.0045853603657593,7.675292802893597
148,0.9383141158909303,7.443652198625648
149,0.9667426040796173,7.8730188742927885
150,0.9500213807662458,8.380954083152439
151,1.000587595617596,7.702323517592057
152,1.0108451907112264,7.535895758089812
153,0.9747075028494689,7.697650776738706
154,0.940294503549832,8.175149834674338
155,1.0132964067059798,8.405502995200779
156,0.9476412409929688,7.755841107990431
157,1.0228960853740532,8.406280405625052
158,0.9527743901812298,8.707512183811353
159,0.8882502720951062,8.00343342034713
160,0.8587532568522418,7.94518025647039
161,0.974668362141952,7.857609131025232
162,0.8777373130066101,8.196581892345263
163,0.9305197846442218,8.055823508552884
164,0.9207066973633842,8.491653801047283
165,0.9767078467527766,7.563078129809836
166,0.8891732189368787,8.379153790681258
167,0.9317213471912055,8.10014947393666
168,0.9732768837688668,7.9057599067687985
169,0.9570414445658233,7.675259353803551
170,1.1684113960184437,8.552893466534822
171,0.9120218417383913,8.913115911898405
172,0.9231119193156949,9.167100019040316
173,0.9242136491712765,9.514341505714086
174,1.0128940933096857,7.578683382531871
175,0.9269121433808273,7.778120422363282
176,0.9259474544566633,7.6794706427532695
177,0.9147675554670673,7.130460527668829
178,0.9741112971967041,7.281606230528459
179,0.915111087145139,7.622803075417228
180,0.8539991455923416,7.347081551344498
181,0.9340063026899096,8.724862040644107
182,1.7125228086588757,9.199510292384936
183,1.3600990569351679,8.543978803054147
184,1.0449165120728967,6.902600136010543
185,1.3132792259442412,7.714714017121688
186,1.1370150971633057,9.329506239683731
187,1.1334752974917282,7.8008887980295265
188,0.9128244949657675,7.668665614853735
189,0.9317868724992057,6.445998954772949
190,1.1017981747559324,8.108389621195586
191,1.4110765826319662,9.060920723624852
192,1.1149236983485427,7.801207165096117
193,1.1871478162167057,7.987486308553945
194,1.1094636922624204,7.109838904505191
195,1.0033809582684077,6.488630804808244
196,1.004991275840249,6.436307998325514
197,0.9302378199941895,6.583686957151993
198,0.8731622925395872,6.466357562852942
199,0.8743991067449706,6.4124322518058445
200,0.9352642620562729,6.666775160250457
201,0.9857217571928554,7.025436561003975
202,0.9103161067402576,7.057537072637807
203,0.8795097735085002,6.448052101549895
204,0.8842965099654683,6.378472180988478
205,0.9664481942455297,7.802069241067637
206,0.8703853694429341,7.4123964164568035
207,0.8683203586811213,7.993586874008178
208,0.870273646516214,7.193159231932267
209,0.8173544792911163,6.9508395899897035
210,0.8966194249936716,6.88720938226451
211,0.8859705159429495,6.549253144471542
212,0.8071775213410636,6.5515622719474464
213,1.6338961532804355,10.606857297731482
214,1.139716068514668,9.183390103215757
215,1.1248029994536768,8.670730744237485
216,1.0886427856710308,11.459000935761825
217,1.2092994860555246,10.61165244061014
218,0.9723267039570749,6.363889337622601
219,0.978044537340188,7.47582687502322
220,1.5490960536150908,9.30772008481233
221,1.187727933930858,7.796251169494961
222,1.664378726787059,8.058738662885583
223,1.1387796901762,7.676648782647175
