Epoch,TrainLoss,ValLoss
1,29.79522371668946,17.566232773976655
2,11.314901575708824,7.236648806390033
3,6.254053076277388,6.07696549078384
4,4.661824625096423,7.178349446844794
5,3.8071168844460717,5.217997314283943
6,3.386522220623167,4.6954868143992465
7,2.946374866158042,3.9212476016539415
8,2.9818751838069555,3.932598039562184
9,2.7466994122531276,4.291902778215281
10,2.4912996058768413,4.242323832262764
11,2.2242010493408944,5.524300617551746
12,2.033424307075315,3.1217271931116377
13,1.8675210377365623,3.3508478332116276
14,1.699043557564176,3.689171270785326
15,1.7770211938666718,3.5502127695778887
16,1.741387238545983,3.37003617660388
17,1.564346770602519,3.0151670463609523
18,1.5647867098405368,3.9171336916787944
19,1.3932171394035084,3.493852747167446
20,1.3793175119034788,3.0188451795357834
21,1.3240428123068302,3.236973341151547
22,1.2501193853134804,2.7567286733288956
23,1.0991360831767956,3.0715859246282937
24,1.2613235324349448,2.7115647183733462
25,1.184033757103975,3.339154101084388
26,1.1546427273098097,2.775548236193373
27,1.0995625233940078,2.8239636217693223
28,1.1168325856826227,3.477957567641396
29,1.055616222217815,3.2311404566863327
30,1.0869261248858142,3.068788428715049
31,1.105480915217414,3.3928778133879023
32,1.1090534763857949,4.2914093470660335
33,0.9983896863496775,3.1105369387391417
34,1.0180206405355576,2.8639558681161263
35,1.0271635739636638,2.80743078385929
36,1.030351173279858,3.1075274099121697
37,1.3386075425655284,3.923406104995153
38,2.0661057746156732,6.284151509205017
39,1.624601522767435,3.4424573876878037
40,1.048199943351166,3.054653677442094
41,0.9232237076686871,2.9707996435327635
42,0.9173697830695874,2.4362694112672263
43,0.8881403484605366,2.9049893327935497
44,0.8565549185935487,2.356858408103447
45,0.8244136866465166,2.84581780317777
46,0.818935479001796,2.4735284817754715
47,0.8210803673984794,2.7895521303573183
48,0.8392605186958081,2.371621189256485
49,0.8231232263396938,3.1896485718892817
50,0.8508259632667148,2.628240700046173
51,0.7815735951383063,3.129730195495077
52,0.8224130721802407,2.50729810496292
53,0.80710673698176,2.8478279726473414
54,0.7533398341806464,2.284388741774808
55,0.7941110299351005,2.254943813834416
56,0.8266280057220111,2.644862113500134
57,0.7675080073278363,2.4642476060700447
58,0.7252354820448577,2.469194498053443
59,0.7370035180748414,2.3603593354381593
60,0.7292121211446165,2.266500990851392
61,0.7529221786191761,2.3770312925445354
62,0.7686999170251168,2.7961767897426286
63,0.8685016454534328,2.837165968386255
64,1.1473100923477335,3.055992817675937
65,0.9441786068913423,2.6033734839278324
66,0.8358959115022584,3.130628626517508
67,0.8529715703975829,2.671276373243274
68,0.7798807244532738,2.540882573527525
69,0.8123458114438507,3.0862046658340954
70,0.8463405622537375,3.9132880705384987
71,0.766075004451543,2.239201473146858
72,0.7345416612175822,2.488831506320077
73,0.7694507094502087,2.5392288483072747
74,0.6918408739892907,2.464396017797083
75,0.7265805290100422,2.394107114645864
76,1.853910311232222,8.159921700001343
77,1.9415805242706576,3.610328858272418
78,0.9937654612636856,3.1945657272385217
79,0.7803471018840477,2.665666491263982
80,0.840659544714316,2.418572270276335
81,0.7657493234043063,2.905719010537334
82,0.7210611041918351,2.330742231116405
83,0.7043252530612482,2.685572842056812
84,0.6515041428858749,2.3367116942295616
85,0.7029578560753796,2.654721172148518
86,0.6383218218852684,2.5503626989420245
87,0.6572553586633735,2.409475241367901
88,0.6513637158464878,2.476659162366086
89,0.6186080474983957,2.2785377686397417
90,0.641883707227678,2.5680218527992036
91,0.6708227160129141,2.499748733759216
92,0.6514802067475478,2.6273143799887246
93,0.6267120200087597,2.3352659664061353
94,0.6699709077374189,2.501592664788155
95,0.6094653610762855,2.2990403593962565
96,0.6674077176757859,2.181041411322203
